ID,Authors,Year,Year_numeric,Decade,Title,Search engine,Classification,Problem_statement,Research_gap,Contribution,Method,Method_clean,Method_category,Method_detail,Study region,Study_region_clean,Study_region_continent,Numerical water value,Has_water_value,DOI,Extraction_source,Notes
1-187,"Klaeboe, G.",2011,2011,2010–2014,On the gains of stochastic bidding optimization for the day-ahead market for a hydro power producer,IEEE Xplore,C,"Constructing optimal bids for the day-ahead market is currently a manual process relying on heuristics, which misses potential profit gains from formal optimization.",Producers lack benchmarks to quantify the actual financial gains of using two-stage stochastic optimization compared to traditional multi-deterministic-scenario bidding approaches.,A two-stage stochastic optimization model employs the L-shaped decomposition method to calculate the financial gains of optimized day-ahead bidding for hydropower producers.,SP,Other,Optimization,SP,,Not specified,Not specified,,False,10.1109/PTC.2011.6019344,"Abstract, Intro, Conclusion",
1-188,"Jaehnert, S.; Korpas, M.; Doorman, G.; Hyldbakk, I. M.",2015,2015,2015–2019,On the profit variability of power plants in a system with large-scale renewable energy sources,IEEE Xplore,F,Large shares of renewable energy sources create a merit-order effect that reduces the profitability and operation time of conventional power plants.,The impact of long-term variability in wind and hydropower production on the profit stability of conventional plants needs further quantification. (inferred).,A model-based analysis assesses how transmission capacity between continental Europe and the Nordic system reduces the long-term variability of plant profits.,LP,LP,Optimization,LP,,Not specified,Not specified,,False,10.1109/EEM.2015.7216657,"Abstract, Conclusion",
1-189,"Dideriksen, A. F.; Sekkesater, S.; Fleten, S.; Aasgord, E. K.; Skjelbred, H.",2019,2019,2015–2019,Operational use of marginal cost curves for a hydropower producer trading in the intraday market,IEEE Xplore,C,"The introduction of intermittent renewables increases system imbalances, requiring hydropower producers to participate effectively in continuous intraday markets to maintain grid stability.",Existing literature either focuses on order placement without dispatch optimization or optimizes dispatch while neglecting the detailed description of continuous market dynamics.,A simulation framework for the intraday bidding problem combines optimal order placement with dispatch scheduling to maximize profit in continuous electricity markets.,Heuristic,Other,Optimization,Heuristic,,Not specified,Not specified,,False,10.1109/EEM.2019.8916213,"Intro, Simulation",
1-190,"Skjelbred, H. I.; Kong, J.; Larsen, T. J.; Kristiansen, F.",2017,2017,2015–2019,Operational use of marginal cost curves for hydropower plants as decision support in real-time balancing markets,IEEE Xplore,C,Generating bidding curves for complex cascaded watercourses is computationally demanding and difficult to implement within operational short-term hydropower optimization models like SHOP.,Existing operational models struggle to efficiently calculate marginal cost curves for plants with multiple identical units without suffering from the curse of dimensionality.,"Three heuristic methods generate bidding curves by simplifying unit combinations and operating points, significantly reducing computation time while maintaining high solution quality.",Heuristic,Other,Optimization,Heuristic,,Not specified,Not specified,,False,10.1109/EEM.2017.7981875,"Abstract, Heuristics",
1-191,"Benedikt Hreinsson, E.",2013,2013,2010–2014,Operations modeling in the Iceland hydro dominated power system,Scopus,F,Planning for hydro-dominated systems is complex due to time-interdependence of storage and emerging short-term phenomena like wind variability.,Traditional fixed time frame models struggle to bridge the gap between fast-moving wind resources and slowly moving reservoir dynamics.,A dynamic time frame modeling approach adaptively reduces time step size during operational constraint violations to improve the accuracy of hydro-wind integration.,Not available,Not available,Not available,Not available,Iceland,Iceland,Europe,,False,10.1109/UPEC.2013.6714916,"Intro, Sec III",
1-193,"Steeger, G.; Barroso, L. A.; Rebennack, S.",2014,2014,2010–2014,Optimal Bidding Strategies for Hydro-Electric Producers: A Literature Survey,IEEE Xplore,R,"Power generation companies in competitive, bid-based markets seek bidding strategies that maximize revenue while accounting for the unique ability of hydropower producers to store energy.",Literature lacked a method for determining a coherent medium-term hydro operations policy in a strategic bidding framework that models price-maker behavior and reservoir inflow uncertainty.,A comprehensive literature survey synthesizes modeling approaches for hydropower producers and outlines future research needs for representing non-convexities and exact future revenue functions.,Theoretical,Other,Review/Theoretical,Theoretical,,Not specified,Not specified,,False,10.1109/TPWRS.2013.2296400,"Abstract, Intro, Conclusion",
1-194,"Fjelldal, B.; Nafstad, S. M.; Klaboe, G.",2014,2014,2010–2014,Optimal day-ahead electricity market bidding considering different ancillary services,IEEE Xplore,C,Hydropower producers find it increasingly difficult to decide which regulation markets to enter due to varying physical properties and intertemporal dependencies between markets.,Producers need decision-making tools that can handle multi-market optimization across spot markets and various ancillary service markets like primary and secondary regulation.,A deterministic optimization model for day-ahead bidding calculates the lucrative utilization of watercourses by simultaneously considering spot and different regulation markets.,MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.1109/EEM.2014.6861234,"Intro, Nomenclature, Formulation",
1-195,"Sanchez De La Nieta, A. A.; Tavares, T. A. M.; Martins, R. F. M.; Matias, J. C. O.; Catalao, J. P. S.; Contreras, J.",2015,2015,2015–2019,Optimal generic energy storage system offering in day-ahead electricity markets,IEEE Xplore,D,Energy storage systems must optimize their charging and discharging behavior to remain profitable within day-ahead electricity markets under price uncertainty.,Existing models often fail to provide detailed information on the behavior of generic storage systems across varying efficiency and marginal cost parameters. (inferred).,A stochastic mixed integer linear programming model optimizes offer and purchase bids for a generic energy storage system in the day-ahead market.,SMILP,MILP,Optimization,SMILP,,Not specified,Not specified,,False,10.1109/PTC.2015.7232441,"Intro, Sec II",
1-196,"Sanchez De La Nieta, A. A.; Contreras, J.; Munoz, J. I.; Catalao, J. P. S.",2015,2015,2015–2019,Optimal Wind Reversible Hydro Offering Strategies for Midterm Planning,IEEE Xplore,C,Wind power uncertainty makes it difficult for producers to maximize profits and minimize imbalances without coordinating offering strategies with flexible storage resources.,There is limited research comparing the midterm effects and profitability of coordinated versus separate offering strategies for wind and reversible hydropower units.,A coordinated offering model for wind and reversible hydropower units utilizes CVaR constraints to maximize profits while reducing imbalances compared to separate strategies.,MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.1109/TSTE.2015.2437974,"Abstract, Conclusion",
1-197,"Li, J.; Liu, J.; Zheng, Y.; Tang, Y.; Hao, W.; Liu, J.",2024,2024,2020–2025,Optimization Operation Model of Wind-PV-hydro-Thermal Integrated System in the Carbon Electricity Market,IEEE Xplore,C,Integrating renewable energy sources into spot markets requires new mechanisms to coordinate carbon trading quotas with power supply to meet environmental regulations.,"Current spot market models lack integrated multi-stage optimization frameworks that simultaneously handle carbon electricity trading for wind, PV, and hydropower sources. (inferred).",A multi-stage optimization model maximizes system revenue by coordinating carbon trading quotas and renewable energy generation under various operational and emission constraints.,MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.1109/ACPEE60788.2024.10532454,"Abstract, Constraints",
1-199,"Mohammadi, S.; Khodadadi, A.; Shinde, P.; Blom, E.; Hesamzadeh, M. R.; Söder, L.",2024,2024,2020–2025,Probabilistic Multi-Product Trading of Hydro Power Plants in Sequential Intraday and Frequency-Regulation Markets,IEEE Xplore,A,"Strategic hydropower producers need to maximize expected profits across day-ahead, frequency containment reserve, and intraday markets while accounting for complex hydrological balance and network transfer limits.",Existing bilevel models lacked an integrated MILP formulation that simultaneously optimizes strategic bidding for energy and reserve markets while considering reservoir content limits and water flow constraints. (inferred).,A bilevel programming model optimizes strategic producer profits in multi-market settings by balancing water conservation against revenue maximization through a new mixed-integer linear programming framework.,Other,Other,Other,Other,,Not specified,Not specified,Yes,True,10.1109/TEMPR.2024.3388959,"Intro, Upper-Level Problem",
